Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	detection_confidence	Annotation	input_file
273	Waveform 1	1	1215.531555298	1215.546563302	43165.468	56978.417	v		
273	Spectrogram 1	1	1215.531555298	1215.546563302	43165.468	56978.417	v		
274	Waveform 1	1	1215.642614527	1215.651619329	45237.410	56978.417	v		
274	Spectrogram 1	1	1215.642614527	1215.651619329	45237.410	56978.417	v		
275	Waveform 1	1	1215.816707371	1215.834716976	43510.791	56978.417	v		
275	Spectrogram 1	1	1215.816707371	1215.834716976	43510.791	56978.417	v		
276	Waveform 1	1	1215.888745790	1215.909756995	45237.410	57323.741	v		
276	Spectrogram 1	1	1215.888745790	1215.909756995	45237.410	57323.741	v		
277	Waveform 1	1	1215.729660949	1215.735664151	44892.086	55251.799	e		
277	Spectrogram 1	1	1215.729660949	1215.735664151	44892.086	55251.799	e		
278	Waveform 1	1	1215.195714451	1215.198716052	45237.410	61467.626	e		
278	Spectrogram 1	1	1215.195714451	1215.198716052	45237.410	61467.626	e		
279	Waveform 1	1	1215.968837206	1215.977842009	43856.115	60776.978	e		
279	Spectrogram 1	1	1215.968837206	1215.977842009	43856.115	60776.978	e		
280	Waveform 1	1	1216.138427650	1216.145931651	41438.849	57669.065	v		
280	Spectrogram 1	1	1216.138427650	1216.145931651	41438.849	57669.065	v		
281	Waveform 1	1	1216.220971671	1216.229976473	41093.525	57323.741	e		
281	Spectrogram 1	1	1216.220971671	1216.229976473	41093.525	57323.741	e		
282	Waveform 1	1	1216.336533300	1216.347038903	42129.496	56633.094	v		
282	Spectrogram 1	1	1216.336533300	1216.347038903	42129.496	56633.094	v		
283	Waveform 1	1	1216.690722191	1216.696725392	44892.086	58359.712	v		
283	Spectrogram 1	1	1216.690722191	1216.696725392	44892.086	58359.712	v		
284	Waveform 1	1	1216.860861753	1216.866864954	42820.144	58705.036	e		
284	Spectrogram 1	1	1216.860861753	1216.866864954	42820.144	58705.036	e		
285	Waveform 1	1	1240.481863039	1240.520883849	23827.338	28661.871	v		
285	Spectrogram 1	1	1240.481863039	1240.520883849	23827.338	28661.871	v		
286	Waveform 1	1	1240.751355136	1240.783191920	22791.367	28316.547	e		
286	Spectrogram 1	1	1240.751355136	1240.783191920	22791.367	28316.547	e		
287	Waveform 1	1	1241.362621386	1241.409315336	24172.662	27280.576	e		
287	Spectrogram 1	1	1241.362621386	1241.409315336	24172.662	27280.576	e		
288	Waveform 1	1	1242.363923072	1242.423351735	23482.014	26244.604	e		
288	Spectrogram 1	1	1242.363923072	1242.423351735	23482.014	26244.604	e		
289	Waveform 1	1	1251.774024592	1251.805861376	23136.691	28316.547	e		
289	Spectrogram 1	1	1251.774024592	1251.805861376	23136.691	28316.547	e		
290	Waveform 1	1	1252.482675679	1252.512390011	23136.691	29007.194	e		
290	Spectrogram 1	1	1252.482675679	1252.512390011	23136.691	29007.194	e		
291	Waveform 1	1	1252.054381213	1252.108410027	24172.662	25899.281	v		
291	Spectrogram 1	1	1252.054381213	1252.108410027	24172.662	25899.281	v		
292	Waveform 1	1	1253.044909466	1253.062919070	42820.144	56978.417	v		
292	Spectrogram 1	1	1253.044909466	1253.062919070	42820.144	56978.417	v		
295	Waveform 1	1	1205.146864227	1205.163843846	45582.734	54906.475	v		
295	Spectrogram 1	1	1205.146864227	1205.163843846	45582.734	54906.475	v		
296	Waveform 1	1	1205.320905313	1205.337884931	41784.173	52834.532	v		
296	Spectrogram 1	1	1205.320905313	1205.337884931	41784.173	52834.532	v		
297	Waveform 1	1	1205.418538116	1205.439762639	42129.496	51453.237	v		
297	Spectrogram 1	1	1205.418538116	1205.439762639	42129.496	51453.237	v		
298	Waveform 1	1	1205.499191302	1205.516170920	41438.849	50417.266	v		
298	Spectrogram 1	1	1205.499191302	1205.516170920	41438.849	50417.266	v		
299	Waveform 1	1	1205.596824106	1205.618048628	43510.791	50417.266	e		
299	Spectrogram 1	1	1205.596824106	1205.618048628	43510.791	50417.266	e		
300	Waveform 1	1	1205.685967101	1205.711436528	40057.554	57323.741	e		
300	Spectrogram 1	1	1205.685967101	1205.711436528	40057.554	57323.741	e		
301	Waveform 1	1	1205.847273472	1205.860008186	41438.849	53179.856	e		
301	Spectrogram 1	1	1205.847273472	1205.860008186	41438.849	53179.856	e		
302	Waveform 1	1	1206.000090035	1206.008579844	41093.525	56287.770	e		
302	Spectrogram 1	1	1206.000090035	1206.008579844	41093.525	56287.770	e		
303	Waveform 1	1	1206.068008507	1206.093477934	42820.144	59741.007	e		
303	Spectrogram 1	1	1206.068008507	1206.093477934	42820.144	59741.007	e		
304	Waveform 1	1	1206.144416788	1206.152906597	44892.086	59395.683	e		
304	Spectrogram 1	1	1206.144416788	1206.152906597	44892.086	59395.683	e		
305	Waveform 1	1	1206.220825069	1206.233559783	42474.820	58014.388	e		
305	Spectrogram 1	1	1206.220825069	1206.233559783	42474.820	58014.388	e		
306	Waveform 1	1	1206.314212969	1206.331192587	43165.468	57669.065	v		
306	Spectrogram 1	1	1206.314212969	1206.331192587	43165.468	57669.065	v		
307	Waveform 1	1	1206.259029210	1206.280253733	44201.439	58705.036	v		
307	Spectrogram 1	1	1206.259029210	1206.280253733	44201.439	58705.036	v		
308	Waveform 1	1	1206.424580486	1206.441560104	45237.410	55942.446	v		
308	Spectrogram 1	1	1206.424580486	1206.441560104	45237.410	55942.446	v		
309	Waveform 1	1	1206.479764245	1206.500988767	45582.734	56633.094	v		
309	Spectrogram 1	1	1206.479764245	1206.500988767	45582.734	56633.094	v		
310	Waveform 1	1	1206.547682717	1206.551927621	46273.381	56978.417	v		
310	Spectrogram 1	1	1206.547682717	1206.551927621	46273.381	56978.417	v		
311	Waveform 1	1	1206.605386004	1206.623395609	50417.266	56633.094	v		
311	Spectrogram 1	1	1206.605386004	1206.623395609	50417.266	56633.094	v		
312	Waveform 1	1	1253.227283714	1253.239290117	44201.439	57669.065	e		
312	Spectrogram 1	1	1253.227283714	1253.239290117	44201.439	57669.065	e		
313	Waveform 1	1	1253.950056317	1253.956059519	40057.554	61467.626			
313	Spectrogram 1	1	1253.950056317	1253.956059519	40057.554	61467.626			
317	Waveform 1	1	1254.119646761	1254.137656365	40402.878	62158.273	e		
317	Spectrogram 1	1	1254.119646761	1254.137656365	40402.878	62158.273	e		
318	Waveform 1	1	1254.299742807	1254.314750811	43510.791	63884.892	e		
318	Spectrogram 1	1	1254.299742807	1254.314750811	43510.791	63884.892	e		
319	Waveform 1	1	1254.491845256	1254.509854860	41438.849	60086.331	e		
319	Spectrogram 1	1	1254.491845256	1254.509854860	41438.849	60086.331	e		
320	Waveform 1	1	1254.578891678	1254.593899682	39712.230	62158.273	e		
320	Spectrogram 1	1	1254.578891678	1254.593899682	39712.230	62158.273	e		
321	Waveform 1	1	1254.704958910	1254.719966914	41438.849	62848.921	e		
321	Spectrogram 1	1	1254.704958910	1254.719966914	41438.849	62848.921	e		
322	Waveform 1	1	1254.786002131	1254.801010135	40402.878	62848.921	e		
322	Spectrogram 1	1	1254.786002131	1254.801010135	40402.878	62848.921	e		
323	Waveform 1	1	1254.870046952	1254.888056557	41438.849	59741.007	e		
323	Spectrogram 1	1	1254.870046952	1254.888056557	41438.849	59741.007	e		
324	Waveform 1	1	1254.951090173	1254.966098177	44201.439	58359.712	e		
324	Spectrogram 1	1	1254.951090173	1254.966098177	44201.439	58359.712	e		
325	Waveform 1	1	1255.041138196	1255.056146200	43510.791	62503.597	e		
325	Spectrogram 1	1	1255.041138196	1255.056146200	43510.791	62503.597	e		
326	Waveform 1	1	1255.122181417	1255.137189421	41784.173	61122.302	e		
326	Spectrogram 1	1	1255.122181417	1255.137189421	41784.173	61122.302	e		
327	Waveform 1	1	1255.209227839	1255.218232641	40748.201	59395.683	e		
327	Spectrogram 1	1	1255.209227839	1255.218232641	40748.201	59395.683	e		
328	Waveform 1	1	1255.376027382	1255.391035386	42129.496	60086.331	e		
328	Spectrogram 1	1	1255.376027382	1255.391035386	42129.496	60086.331	e		
329	Waveform 1	1	1255.901307516	1255.919317121	43856.115	58705.036	v		
329	Spectrogram 1	1	1255.901307516	1255.919317121	43856.115	58705.036	v		
330	Waveform 1	1	1255.670120292	1255.691131497	46618.705	56978.417	v		
330	Spectrogram 1	1	1255.670120292	1255.691131497	46618.705	56978.417	v		
331	Waveform 1	1	1256.075336395	1256.096347600	45237.410	63884.892	e		
331	Spectrogram 1	1	1256.075336395	1256.096347600	45237.410	63884.892	e		
332	Waveform 1	1	1256.162382817	1256.180392422	44201.439	60086.331	e		
332	Spectrogram 1	1	1256.162382817	1256.180392422	44201.439	60086.331	e		
333	Waveform 1	1	1256.255432441	1256.270440445	45928.058	58705.036	v		
333	Spectrogram 1	1	1256.255432441	1256.270440445	45928.058	58705.036	v		
334	Waveform 1	1	1256.336475662	1256.351483666	42820.144	60086.331	e		
334	Spectrogram 1	1	1256.336475662	1256.351483666	42820.144	60086.331	e		
335	Waveform 1	1	1256.417518882	1256.432526886	39712.230	60776.978	e		
335	Spectrogram 1	1	1256.417518882	1256.432526886	39712.230	60776.978	e		
336	Waveform 1	1	1256.492558902	1256.504565305	41093.525	59050.360	e		
336	Spectrogram 1	1	1256.492558902	1256.504565305	41093.525	59050.360	e		
337	Waveform 1	1	1256.669653347	1256.684661351	41093.525	56978.417	v		
337	Spectrogram 1	1	1256.669653347	1256.684661351	41093.525	56978.417	v		
338	Waveform 1	1	1256.579605324	1256.606619731	44201.439	55942.446	v		
338	Spectrogram 1	1	1256.579605324	1256.606619731	44201.439	55942.446	v		
339	Waveform 1	1	1257.194869601	1257.218882407	44201.439	55942.446	e		
339	Spectrogram 1	1	1257.194869601	1257.218882407	44201.439	55942.446	e		
340	Waveform 1	1	1257.374965647	1257.398978453	44892.086	56287.770	e		
340	Spectrogram 1	1	1257.374965647	1257.398978453	44892.086	56287.770	e		
341	Waveform 1	1	1257.564066495	1257.585077700	42820.144	56287.770	e		
341	Spectrogram 1	1	1257.564066495	1257.585077700	42820.144	56287.770	e		
342	Waveform 1	1	1257.750165742	1257.762172145	40748.201	56978.417	e		
342	Spectrogram 1	1	1257.750165742	1257.762172145	40748.201	56978.417	e		
343	Waveform 1	1	1257.930261788	1257.945269792	43510.791	56633.094	v		
343	Spectrogram 1	1	1257.930261788	1257.945269792	43510.791	56633.094	v		
344	Waveform 1	1	1258.905718157	1258.920726161	41093.525	50071.942	v		
344	Spectrogram 1	1	1258.905718157	1258.920726161	41093.525	50071.942	v		
345	Waveform 1	1	1261.103247492	1261.109250694	37640.288	50417.266	e		
345	Spectrogram 1	1	1261.103247492	1261.109250694	37640.288	50417.266	e		
346	Waveform 1	1	1261.322364348	1261.337372352	41438.849	51453.237	e		
346	Spectrogram 1	1	1261.322364348	1261.337372352	41438.849	51453.237	e		
348	Waveform 1	1	1261.418415573	1261.433423577	40748.201	51453.237	e		
348	Spectrogram 1	1	1261.418415573	1261.433423577	40748.201	51453.237	e		
349	Waveform 1	1	1261.511465197	1261.523471600	39366.906	50417.266	e		
349	Spectrogram 1	1	1261.511465197	1261.523471600	39366.906	50417.266	e		
350	Waveform 1	1	1261.604514820	1261.619522824	39712.230	50071.942	e		
350	Spectrogram 1	1	1261.604514820	1261.619522824	39712.230	50071.942	e		
351	Waveform 1	1	1261.703567646	1261.721577250	37294.964	50762.590	e		
351	Spectrogram 1	1	1261.703567646	1261.721577250	37294.964	50762.590	e		
352	Waveform 1	1	1261.796617269	1261.814626874	39021.583	51798.561	e		
352	Spectrogram 1	1	1261.796617269	1261.814626874	39021.583	51798.561	e		
353	Waveform 1	1	1261.886665292	1261.904674897	40402.878	51453.237	e		
353	Spectrogram 1	1	1261.886665292	1261.904674897	40402.878	51453.237	e		
354	Waveform 1	1	1261.985718118	1262.000726122	42474.820	50762.590	v		
354	Spectrogram 1	1	1261.985718118	1262.000726122	42474.820	50762.590	v		
355	Waveform 1	1	1262.084770943	1262.096777346	39366.906	50417.266	e		
355	Spectrogram 1	1	1262.084770943	1262.096777346	39366.906	50417.266	e		
356	Waveform 1	1	1262.177820567	1262.195830171	40748.201	49726.619	e		
356	Spectrogram 1	1	1262.177820567	1262.195830171	40748.201	49726.619	e		
357	Waveform 1	1	1274.638959611	1274.680982022	23827.338	26935.252	v		
357	Spectrogram 1	1	1274.638959611	1274.680982022	23827.338	26935.252	v		
358	Waveform 1	1	1275.170242947	1275.230274962	23482.014	25899.281	v		
358	Spectrogram 1	1	1275.170242947	1275.230274962	23482.014	25899.281	v		
359	Waveform 1	1	1275.362345396	1275.404367807	24517.986	26244.604	v		
359	Spectrogram 1	1	1275.362345396	1275.404367807	24517.986	26244.604	v		
360	Waveform 1	1	1275.632489465	1275.692521480	24172.662	29352.518	e		
360	Spectrogram 1	1	1275.632489465	1275.692521480	24172.662	29352.518	e		
361	Waveform 1	1	1275.875619127	1275.932649542	24172.662	30043.165	e		
361	Spectrogram 1	1	1275.875619127	1275.932649542	24172.662	30043.165	e		
362	Waveform 1	1	1276.208796812	1276.271830428	23136.691	27280.576	v		
362	Spectrogram 1	1	1276.208796812	1276.271830428	23136.691	27280.576	v		
363	Waveform 1	1	1276.513056836	1276.582093654	23827.338	26244.604	v		
363	Spectrogram 1	1	1276.513056836	1276.582093654	23827.338	26244.604	v		
364	Waveform 1	1	1276.813216913	1276.876250529	24517.986	27971.223	v		
364	Spectrogram 1	1	1276.813216913	1276.876250529	24517.986	27971.223	v		
365	Waveform 1	1	1277.140391396	1277.203425012	23827.338	26589.928	v		
365	Spectrogram 1	1	1277.140391396	1277.203425012	23827.338	26589.928	v		
366	Waveform 1	1	1277.335495446	1277.404532264	23827.338	28316.547	e		
366	Spectrogram 1	1	1277.335495446	1277.404532264	23827.338	28316.547	e		
367	Waveform 1	1	1277.647661926	1277.710695542	23482.014	25899.281	v		
367	Spectrogram 1	1	1277.647661926	1277.710695542	23482.014	25899.281	v		
368	Waveform 1	1	1277.950823603	1278.025863623	24172.662	28316.547	e		
368	Spectrogram 1	1	1277.950823603	1278.025863623	24172.662	28316.547	e		
369	Waveform 1	1	1278.256246024	1278.343292446	23482.014	25899.281	v		
369	Spectrogram 1	1	1278.256246024	1278.343292446	23482.014	25899.281	v		
370	Waveform 1	1	1278.556406101	1278.619439717	23482.014	27971.223	e		
370	Spectrogram 1	1	1278.556406101	1278.619439717	23482.014	27971.223	e		
371	Waveform 1	1	1278.856566177	1278.925602995	23482.014	25553.957	v		
371	Spectrogram 1	1	1278.856566177	1278.925602995	23482.014	25553.957	v		
372	Waveform 1	1	1279.913129647	1279.985168066	24517.986	27971.223	e		
372	Spectrogram 1	1	1279.913129647	1279.985168066	24517.986	27971.223	e		
373	Waveform 1	1	1280.617764970	1280.665790582	23482.014	27280.576	v		
373	Spectrogram 1	1	1280.617764970	1280.665790582	23482.014	27280.576	v		
374	Waveform 1	1	1283.575312396	1283.647350814	23827.338	27971.223	v		
374	Spectrogram 1	1	1283.575312396	1283.647350814	23827.338	27971.223	v		
375	Waveform 1	1	1284.427767013	1284.478794227	24172.662	28316.547	v		
375	Spectrogram 1	1	1284.427767013	1284.478794227	24172.662	28316.547	v		
376	Waveform 1	1	1284.685904679	1284.763946299	23827.338	27971.223	v		
376	Spectrogram 1	1	1284.685904679	1284.763946299	23827.338	27971.223	v		
377	Waveform 1	1	1285.571376906	1285.682436134	24863.309	27625.899	e		
377	Spectrogram 1	1	1285.571376906	1285.682436134	24863.309	27625.899	e		
378	Waveform 1	1	1285.953065453	1286.007094267	23827.338	27971.223	e		
378	Spectrogram 1	1	1285.953065453	1286.007094267	23827.338	27971.223	e		
379	Waveform 1	1	1286.211203119	1286.268233534	24172.662	27625.899	e		
379	Spectrogram 1	1	1286.211203119	1286.268233534	24172.662	27625.899	e		
380	Waveform 1	1	1286.481347188	1286.538377603	23827.338	29697.842	e		
380	Spectrogram 1	1	1286.481347188	1286.538377603	23827.338	29697.842	e		
381	Waveform 1	1	1286.748489656	1286.790512067	24172.662	26935.252	v		
381	Spectrogram 1	1	1286.748489656	1286.790512067	24172.662	26935.252	v		
382	Waveform 1	1	1287.030640128	1287.078665741	24863.309	28661.871	e		
382	Spectrogram 1	1	1287.030640128	1287.078665741	24863.309	28661.871	e		
383	Waveform 1	1	1287.285776194	1287.369821015	24517.986	27280.576	e		
383	Spectrogram 1	1	1287.285776194	1287.369821015	24517.986	27280.576	e		
384	Waveform 1	1	1287.521548615	1287.590585433	24172.662	30043.165	v		
384	Spectrogram 1	1	1287.521548615	1287.590585433	24172.662	30043.165	v		
385	Waveform 1	1	1287.773683080	1287.842719897	24172.662	28661.871	e		
385	Spectrogram 1	1	1287.773683080	1287.842719897	24172.662	28661.871	e		
386	Waveform 1	1	1288.046828749	1288.121868769	24172.662	26589.928	v		
386	Spectrogram 1	1	1288.046828749	1288.121868769	24172.662	26589.928	v		
387	Waveform 1	1	1288.316972818	1288.386009636	24863.309	29352.518	e		
387	Spectrogram 1	1	1288.316972818	1288.386009636	24863.309	29352.518	e		
388	Waveform 1	1	1288.596121690	1288.671161709	23827.338	26589.928	v		
388	Spectrogram 1	1	1288.596121690	1288.671161709	23827.338	26589.928	v		
389	Waveform 1	1	1288.872268960	1288.938304177	24863.309	29697.842	v		
389	Spectrogram 1	1	1288.872268960	1288.938304177	24863.309	29697.842	v		
390	Waveform 1	1	1289.025286719	1289.073312331	26244.604	29007.194	v		
390	Spectrogram 1	1	1289.025286719	1289.073312331	26244.604	29007.194	v		
391	Waveform 1	1	1315.866814146	1315.920842960	23827.338	26935.252	v		
391	Spectrogram 1	1	1315.866814146	1315.920842960	23827.338	26935.252	v		
392	Waveform 1	1	1316.662238349	1316.716267163	23827.338	27971.223	e		
392	Spectrogram 1	1	1316.662238349	1316.716267163	23827.338	27971.223	e		
393	Waveform 1	1	1317.034436844	1317.088465658	23482.014	28661.871	e		
393	Spectrogram 1	1	1317.034436844	1317.088465658	23482.014	28661.871	e		
394	Waveform 1	1	1317.229540894	1317.283569708	24172.662	29352.518	e		
394	Spectrogram 1	1	1317.229540894	1317.283569708	24172.662	29352.518	e		
395	Waveform 1	1	1317.412638541	1317.454660951	25899.281	29697.842	e		
395	Spectrogram 1	1	1317.412638541	1317.454660951	25899.281	29697.842	e		
397	Waveform 1	1	1322.568328398	1322.628360413	23827.338	26589.928	e		
397	Spectrogram 1	1	1322.568328398	1322.628360413	23827.338	26589.928	e		
398	Waveform 1	1	1322.928520490	1322.976546102	23827.338	29352.518	e		
398	Spectrogram 1	1	1322.928520490	1322.976546102	23827.338	29352.518	e		
399	Waveform 1	1	1323.934056747	1324.000091964	22446.043	30388.489	e		
399	Spectrogram 1	1	1323.934056747	1324.000091964	22446.043	30388.489	e		
400	Waveform 1	1	1324.204200816	1324.237218424	23827.338	28661.871	e		
400	Spectrogram 1	1	1324.204200816	1324.237218424	23827.338	28661.871	e		
401	Waveform 1	1	1325.393933151	1325.471974771	23827.338	30043.165	e		
401	Spectrogram 1	1	1325.393933151	1325.471974771	23827.338	30043.165	e		
402	Waveform 1	1	1325.994253304	1326.039277316	23827.338	29352.518	e		
402	Spectrogram 1	1	1325.994253304	1326.039277316	23827.338	29352.518	e		
403	Waveform 1	1	1326.577049103	1326.637081118	24172.662	27625.899	e		
403	Spectrogram 1	1	1326.577049103	1326.637081118	24172.662	27625.899	e		
404	Waveform 1	1	1326.838188369	1326.886213982	25553.957	28661.871	e		
404	Spectrogram 1	1	1326.838188369	1326.886213982	25553.957	28661.871	e		
405	Waveform 1	1	1327.102329237	1327.171366055	23827.338	29352.518	e		
405	Spectrogram 1	1	1327.102329237	1327.171366055	23827.338	29352.518	e		
406	Waveform 1	1	1327.759679805	1327.822713421	24517.986	29697.842	v		
406	Spectrogram 1	1	1327.759679805	1327.822713421	24517.986	29697.842	v		
407	Waveform 1	1	1328.682269587	1328.736298400	23827.338	29007.194	v		
407	Spectrogram 1	1	1328.682269587	1328.736298400	23827.338	29007.194	v		
408	Waveform 1	1	1335.055319367	1335.106346580	23827.338	29007.194	v		
408	Spectrogram 1	1	1335.055319367	1335.106346580	23827.338	29007.194	v		
409	Waveform 1	1	1335.592605904	1335.667645923	22100.719	27971.223	v		
409	Spectrogram 1	1	1335.592605904	1335.667645923	22100.719	27971.223	v		
410	Waveform 1	1	1335.892765981	1335.958801198	24172.662	27971.223	v		
410	Spectrogram 1	1	1335.892765981	1335.958801198	24172.662	27971.223	v		
411	Waveform 1	1	1338.506968607	1338.591013428	24863.309	27625.899	v		
411	Spectrogram 1	1	1338.506968607	1338.591013428	24863.309	27625.899	v		
412	Waveform 1	1	1339.266373601	1339.326405616	23136.691	26589.928	e		
412	Spectrogram 1	1	1339.266373601	1339.326405616	23136.691	26589.928	e		
413	Waveform 1	1	1340.061797804	1340.112825017	23827.338	27971.223	e		
413	Spectrogram 1	1	1340.061797804	1340.112825017	23827.338	27971.223	e		
414	Waveform 1	1	1340.313932269	1340.370962683	23482.014	27280.576	e		
414	Spectrogram 1	1	1340.313932269	1340.370962683	23482.014	27280.576	e		
415	Waveform 1	1	1340.673383418	1340.724410631	24172.662	29007.194	e		
415	Spectrogram 1	1	1340.673383418	1340.724410631	24172.662	29007.194	e		
416	Waveform 1	1	1340.925517882	1340.994554700	23482.014	28661.871	e		
416	Spectrogram 1	1	1340.925517882	1340.994554700	23482.014	28661.871	e		
417	Waveform 1	1	1341.285709975	1341.360749994	23136.691	31424.460	e		
417	Spectrogram 1	1	1341.285709975	1341.360749994	23136.691	31424.460	e		
418	Waveform 1	1	1341.552852443	1341.609882857	23827.338	28661.871	e		
418	Spectrogram 1	1	1341.552852443	1341.609882857	23827.338	28661.871	e		
419	Waveform 1	1	1341.922049337	1341.985082953	24172.662	30043.165	e		
419	Spectrogram 1	1	1341.922049337	1341.985082953	24172.662	30043.165	e		
420	Waveform 1	1	1342.183188604	1342.258228623	24517.986	26244.604	v		
420	Spectrogram 1	1	1342.183188604	1342.258228623	24517.986	26244.604	v		
421	Waveform 1	1	1342.465339076	1342.528372692	24517.986	28316.547	e		
421	Spectrogram 1	1	1342.465339076	1342.528372692	24517.986	28316.547	e		
422	Waveform 1	1	1342.729965193	1342.796000410	23827.338	29007.194	e		
422	Spectrogram 1	1	1342.729965193	1342.796000410	23827.338	29007.194	e		
424	Waveform 1	1	1343.669466233	1343.738503051	24172.662	29697.842	e		
424	Spectrogram 1	1	1343.669466233	1343.738503051	24172.662	29697.842	e		
425	Waveform 1	1	1343.153190901	1343.189210111	24172.662	26935.252	v		
425	Spectrogram 1	1	1343.153190901	1343.189210111	24172.662	26935.252	v		
426	Waveform 1	1	1336.815217040	1336.878250656	23136.691	26935.252	v		
426	Spectrogram 1	1	1336.815217040	1336.878250656	23136.691	26935.252	v		
427	Waveform 1	1	1338.772682109	1338.838717326	23482.014	26589.928	v		
427	Spectrogram 1	1	1338.772682109	1338.838717326	23482.014	26589.928	v		
428	Waveform 1	1	1343.942345419	1343.999375834	23482.014	29352.518	e		
428	Spectrogram 1	1	1343.942345419	1343.999375834	23482.014	29352.518	e		
429	Waveform 1	1	1347.783589663	1347.876639286	23136.691	27971.223	e		
429	Spectrogram 1	1	1347.783589663	1347.876639286	23136.691	27971.223	e		
430	Waveform 1	1	1348.463662963	1348.532699781	23136.691	27280.576	e		
430	Spectrogram 1	1	1348.463662963	1348.532699781	23136.691	27280.576	e		
431	Waveform 1	1	1349.128728261	1349.191761877	22791.367	26589.928	v		
431	Spectrogram 1	1	1349.128728261	1349.191761877	22791.367	26589.928	v		
432	Waveform 1	1	1349.428888337	1349.479915550	22446.043	26589.928	v		
432	Spectrogram 1	1	1349.428888337	1349.479915550	22446.043	26589.928	v		
433	Waveform 1	1	1359.593445306	1359.650475721	23482.014	27625.899	v		
433	Spectrogram 1	1	1359.593445306	1359.650475721	23482.014	27625.899	v		
434	Waveform 1	1	1359.965643801	1360.025675817	23827.338	26935.252	v		
434	Spectrogram 1	1	1359.965643801	1360.025675817	23827.338	26935.252	v		
435	Waveform 1	1	1360.800638030	1360.869674848	22446.043	29352.518	v		
435	Spectrogram 1	1	1360.800638030	1360.869674848	22446.043	29352.518	v		
436	Waveform 1	1	1361.043767692	1361.106801309	24517.986	27971.223	v		
436	Spectrogram 1	1	1361.043767692	1361.106801309	24517.986	27971.223	v		
437	Waveform 1	1	1361.274890952	1361.319914963	23136.691	27971.223	v		
437	Spectrogram 1	1	1361.274890952	1361.319914963	23136.691	27971.223	v		
438	Waveform 1	1	1360.218327482	1360.260349892	22446.043	26935.252	v		
438	Spectrogram 1	1	1360.218327482	1360.260349892	22446.043	26935.252	v		
439	Waveform 1	1	1363.447308964	1363.501337778	23136.691	26244.604	v		
439	Spectrogram 1	1	1363.447308964	1363.501337778	23136.691	26244.604	v		
440	Waveform 1	1	1376.284197320	1376.341227735	24517.986	28316.547	e		
440	Spectrogram 1	1	1376.284197320	1376.341227735	24517.986	28316.547	e		
441	Waveform 1	1	1376.572350994	1376.623378207	24863.309	28661.871	e		
441	Spectrogram 1	1	1376.572350994	1376.623378207	24863.309	28661.871	e		
442	Waveform 1	1	1377.139653539	1377.196683953	22791.367	27280.576	e		
442	Spectrogram 1	1	1377.139653539	1377.196683953	22791.367	27280.576	e		
443	Waveform 1	1	1377.412799209	1377.466828022	23827.338	27971.223	v		
443	Spectrogram 1	1	1377.412799209	1377.466828022	23827.338	27971.223	v		
444	Waveform 1	1	1377.691948080	1377.751980095	23482.014	27971.223	e		
444	Spectrogram 1	1	1377.691948080	1377.751980095	23482.014	27971.223	e		
445	Waveform 1	1	1377.961964388	1378.021996403	23136.691	25208.633	v		
445	Spectrogram 1	1	1377.961964388	1378.021996403	23136.691	25208.633	v		
446	Waveform 1	1	1378.253119662	1378.304146875	23482.014	28661.871	e		
446	Spectrogram 1	1	1378.253119662	1378.304146875	23482.014	28661.871	e		
447	Waveform 1	1	1378.529266933	1378.607308552	23482.014	29007.194	e		
447	Spectrogram 1	1	1378.529266933	1378.607308552	23482.014	29007.194	e		
448	Waveform 1	1	1378.844435013	1378.898463827	23136.691	25899.281	v		
448	Spectrogram 1	1	1378.844435013	1378.898463827	23136.691	25899.281	v		
449	Waveform 1	1	1379.225638310	1379.294675128	23482.014	29007.194	e		
449	Spectrogram 1	1	1379.225638310	1379.294675128	23482.014	29007.194	e		
450	Waveform 1	1	1379.792876890	1379.852908905	23482.014	27280.576	e		
450	Spectrogram 1	1	1379.792876890	1379.852908905	23482.014	27280.576	e		
451	Waveform 1	1	1380.483245066	1380.519264275	23482.014	26589.928	e		
451	Spectrogram 1	1	1380.483245066	1380.519264275	23482.014	26589.928	e		
452	Waveform 1	1	1381.195109783	1381.264146601	22446.043	27280.576	v		
452	Spectrogram 1	1	1381.195109783	1381.264146601	22446.043	27280.576	v		
453	Waveform 1	1	1419.029508144	1419.077533757	23827.338	26589.928	v		
453	Spectrogram 1	1	1419.029508144	1419.077533757	23827.338	26589.928	v		
454	Waveform 1	1	1419.281642609	1419.308657016	24172.662	27280.576	v		
454	Spectrogram 1	1	1419.281642609	1419.308657016	24172.662	27280.576	v		
455	Waveform 1	1	1419.638833100	1419.695863515	25208.633	27625.899	v		
455	Spectrogram 1	1	1419.638833100	1419.695863515	25208.633	27625.899	v		
456	Waveform 1	1	1419.884964363	1419.944996378	24517.986	27625.899	v		
456	Spectrogram 1	1	1419.884964363	1419.944996378	24517.986	27625.899	v		
457	Waveform 1	1	1420.497290919	1420.533310128	23136.691	28661.871	v		
457	Spectrogram 1	1	1420.497290919	1420.533310128	23136.691	28661.871	v		
458	Waveform 1	1	1420.745133625	1420.799162438	23827.338	27625.899	e		
458	Spectrogram 1	1	1420.745133625	1420.799162438	23827.338	27625.899	e		
459	Waveform 1	1	1420.997268089	1421.057300104	22791.367	27625.899	e		
