Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file
254	Waveform 1	1	999.633500000	999.638800000	44375.000	55344.000	Echolocation	0.506	20220826_070000.WAV
254	Spectrogram 1	1	999.633500000	999.638800000	44375.000	55344.000	Echolocation	0.506	20220826_070000.WAV
255	Waveform 1	1	999.719500000	999.724600000	44375.000	57469.000	Echolocation	0.526	20220826_070000.WAV
255	Spectrogram 1	1	999.719500000	999.724600000	44375.000	57469.000	Echolocation	0.526	20220826_070000.WAV
256	Waveform 1	1	999.809500000	999.814200000	46093.000	59795.000	Echolocation	0.615	20220826_070000.WAV
256	Spectrogram 1	1	999.809500000	999.814200000	46093.000	59795.000	Echolocation	0.615	20220826_070000.WAV
257	Waveform 1	1	999.902500000	999.907900000	45234.000	57891.000	Echolocation	0.567	20220826_070000.WAV
257	Spectrogram 1	1	999.902500000	999.907900000	45234.000	57891.000	Echolocation	0.567	20220826_070000.WAV
258	Waveform 1	1	1004.602500000	1004.609700000	46953.000	53256.000	Echolocation	0.624	20220826_070000.WAV
258	Spectrogram 1	1	1004.602500000	1004.609700000	46953.000	53256.000	Echolocation	0.624	20220826_070000.WAV
259	Waveform 1	1	1004.698500000	1004.703900000	45234.000	57435.000	Echolocation	0.514	20220826_070000.WAV
259	Spectrogram 1	1	1004.698500000	1004.703900000	45234.000	57435.000	Echolocation	0.514	20220826_070000.WAV
260	Waveform 1	1	1005.195500000	1005.202300000	45234.000	56509.000	Echolocation	0.515	20220826_070000.WAV
260	Spectrogram 1	1	1005.195500000	1005.202300000	45234.000	56509.000	Echolocation	0.515	20220826_070000.WAV
261	Waveform 1	1	1005.389500000	1005.394200000	44375.000	53396.000	Echolocation	0.556	20220826_070000.WAV
261	Spectrogram 1	1	1005.389500000	1005.394200000	44375.000	53396.000	Echolocation	0.556	20220826_070000.WAV
262	Waveform 1	1	1007.133500000	1007.139500000	45234.000	54331.000	fp	0.533	20220826_070000.WAV
262	Spectrogram 1	1	1007.133500000	1007.139500000	45234.000	54331.000	fp	0.533	20220826_070000.WAV
263	Waveform 1	1	1008.409500000	1008.414800000	46953.000	56270.000	Echolocation	0.598	20220826_070000.WAV
263	Spectrogram 1	1	1008.409500000	1008.414800000	46953.000	56270.000	Echolocation	0.598	20220826_070000.WAV
264	Waveform 1	1	1016.693500000	1016.702800000	42656.000	54104.000	Echolocation	0.572	20220826_070000.WAV
264	Spectrogram 1	1	1016.693500000	1016.702800000	42656.000	54104.000	Echolocation	0.572	20220826_070000.WAV
265	Waveform 1	1	1152.151500000	1152.159900000	42656.000	54390.000	Echolocation	0.508	20220826_070000.WAV
265	Spectrogram 1	1	1152.151500000	1152.159900000	42656.000	54390.000	Echolocation	0.508	20220826_070000.WAV
266	Waveform 1	1	1152.554500000	1152.562300000	43515.000	51310.000	Echolocation	0.649	20220826_070000.WAV
266	Spectrogram 1	1	1152.554500000	1152.562300000	43515.000	51310.000	Echolocation	0.649	20220826_070000.WAV
267	Waveform 1	1	1152.852500000	1152.859300000	43515.000	52820.000	Echolocation	0.637	20220826_070000.WAV
267	Spectrogram 1	1	1152.852500000	1152.859300000	43515.000	52820.000	Echolocation	0.637	20220826_070000.WAV
268	Waveform 1	1	1153.217500000	1153.226600000	40937.000	57144.000	Echolocation	0.512	20220826_070000.WAV
268	Spectrogram 1	1	1153.217500000	1153.226600000	40937.000	57144.000	Echolocation	0.512	20220826_070000.WAV
269	Waveform 1	1	1158.571500000	1158.578300000	40937.000	49587.000	Echolocation	0.601	20220826_070000.WAV
269	Spectrogram 1	1	1158.571500000	1158.578300000	40937.000	49587.000	Echolocation	0.601	20220826_070000.WAV
270	Waveform 1	1	1159.436500000	1159.442000000	41796.000	50327.000	Echolocation	0.625	20220826_070000.WAV
270	Spectrogram 1	1	1159.436500000	1159.442000000	41796.000	50327.000	Echolocation	0.625	20220826_070000.WAV
271	Waveform 1	1	1495.547500000	1495.555700000	39218.000	49072.000	Echolocation	0.513	20220826_070000.WAV
271	Spectrogram 1	1	1495.547500000	1495.555700000	39218.000	49072.000	Echolocation	0.513	20220826_070000.WAV
272	Waveform 1	1	1495.866500000	1495.874500000	40078.000	47450.000	Echolocation	0.579	20220826_070000.WAV
272	Spectrogram 1	1	1495.866500000	1495.874500000	40078.000	47450.000	Echolocation	0.579	20220826_070000.WAV
273	Waveform 1	1	1495.963500000	1495.973600000	39218.000	52249.000	Echolocation	0.53	20220826_070000.WAV
273	Spectrogram 1	1	1495.963500000	1495.973600000	39218.000	52249.000	Echolocation	0.53	20220826_070000.WAV
274	Waveform 1	1	1496.060500000	1496.068700000	40078.000	50033.000	Echolocation	0.546	20220826_070000.WAV
274	Spectrogram 1	1	1496.060500000	1496.068700000	40078.000	50033.000	Echolocation	0.546	20220826_070000.WAV
275	Waveform 1	1	1496.145500000	1496.153400000	40937.000	54596.000	Echolocation	0.535	20220826_070000.WAV
275	Spectrogram 1	1	1496.145500000	1496.153400000	40937.000	54596.000	Echolocation	0.535	20220826_070000.WAV
276	Waveform 1	1	1496.221500000	1496.229300000	40937.000	54016.000	Echolocation	0.518	20220826_070000.WAV
276	Spectrogram 1	1	1496.221500000	1496.229300000	40937.000	54016.000	Echolocation	0.518	20220826_070000.WAV
277	Waveform 1	1	1496.296500000	1496.302700000	43515.000	55182.000	Echolocation	0.569	20220826_070000.WAV
277	Spectrogram 1	1	1496.296500000	1496.302700000	43515.000	55182.000	Echolocation	0.569	20220826_070000.WAV
278	Waveform 1	1	1502.714500000	1502.722300000	42656.000	56579.000	Echolocation	0.523	20220826_070000.WAV
278	Spectrogram 1	1	1502.714500000	1502.722300000	42656.000	56579.000	Echolocation	0.523	20220826_070000.WAV
279	Waveform 1	1	1530.063500000	1530.071400000	41796.000	56858.000	Echolocation	0.533	20220826_070000.WAV
279	Spectrogram 1	1	1530.063500000	1530.071400000	41796.000	56858.000	Echolocation	0.533	20220826_070000.WAV
280	Waveform 1	1	1530.257500000	1530.264100000	41796.000	55490.000	Echolocation	0.512	20220826_070000.WAV
280	Spectrogram 1	1	1530.257500000	1530.264100000	41796.000	55490.000	Echolocation	0.512	20220826_070000.WAV
281	Waveform 1	1	1531.771500000	1531.776700000	44375.000	51537.000	Echolocation	0.545	20220826_070000.WAV
281	Spectrogram 1	1	1531.771500000	1531.776700000	44375.000	51537.000	Echolocation	0.545	20220826_070000.WAV
282	Waveform 1	1	1531.860500000	1531.866700000	43515.000	54438.000	Echolocation	0.541	20220826_070000.WAV
282	Spectrogram 1	1	1531.860500000	1531.866700000	43515.000	54438.000	Echolocation	0.541	20220826_070000.WAV
283	Waveform 1	1	1531.952500000	1531.958200000	42656.000	58391.000	Echolocation	0.517	20220826_070000.WAV
283	Spectrogram 1	1	1531.952500000	1531.958200000	42656.000	58391.000	Echolocation	0.517	20220826_070000.WAV
284	Waveform 1	1	1532.040500000	1532.047900000	42656.000	60337.000	Echolocation	0.601	20220826_070000.WAV
284	Spectrogram 1	1	1532.040500000	1532.047900000	42656.000	60337.000	Echolocation	0.601	20220826_070000.WAV
285	Waveform 1	1	1532.233500000	1532.243000000	41796.000	62223.000	Echolocation	0.582	20220826_070000.WAV
285	Spectrogram 1	1	1532.233500000	1532.243000000	41796.000	62223.000	Echolocation	0.582	20220826_070000.WAV
286	Waveform 1	1	1532.335500000	1532.343800000	41796.000	62953.000	Echolocation	0.538	20220826_070000.WAV
286	Spectrogram 1	1	1532.335500000	1532.343800000	41796.000	62953.000	Echolocation	0.538	20220826_070000.WAV
287	Waveform 1	1	1532.539500000	1532.549000000	40937.000	58293.000	Echolocation	0.543	20220826_070000.WAV
287	Spectrogram 1	1	1532.539500000	1532.549000000	40937.000	58293.000	Echolocation	0.543	20220826_070000.WAV
288	Waveform 1	1	1532.643500000	1532.652600000	40937.000	60642.000	Echolocation	0.549	20220826_070000.WAV
288	Spectrogram 1	1	1532.643500000	1532.652600000	40937.000	60642.000	Echolocation	0.549	20220826_070000.WAV
289	Waveform 1	1	1532.750500000	1532.758900000	40078.000	59436.000	Echolocation	0.521	20220826_070000.WAV
289	Spectrogram 1	1	1532.750500000	1532.758900000	40078.000	59436.000	Echolocation	0.521	20220826_070000.WAV
290	Waveform 1	1	1532.852500000	1532.860700000	40937.000	55846.000	Echolocation	0.503	20220826_070000.WAV
290	Spectrogram 1	1	1532.852500000	1532.860700000	40937.000	55846.000	Echolocation	0.503	20220826_070000.WAV
291	Waveform 1	1	1532.952500000	1532.961600000	40937.000	52183.000	Echolocation	0.56	20220826_070000.WAV
291	Spectrogram 1	1	1532.952500000	1532.961600000	40937.000	52183.000	Echolocation	0.56	20220826_070000.WAV
292	Waveform 1	1	1533.050500000	1533.059500000	40078.000	59156.000	Echolocation	0.565	20220826_070000.WAV
292	Spectrogram 1	1	1533.050500000	1533.059500000	40078.000	59156.000	Echolocation	0.565	20220826_070000.WAV
293	Waveform 1	1	1533.146500000	1533.155800000	40078.000	61276.000	Echolocation	0.564	20220826_070000.WAV
293	Spectrogram 1	1	1533.146500000	1533.155800000	40078.000	61276.000	Echolocation	0.564	20220826_070000.WAV
294	Waveform 1	1	1533.242500000	1533.250200000	40937.000	50266.000	Echolocation	0.579	20220826_070000.WAV
294	Spectrogram 1	1	1533.242500000	1533.250200000	40937.000	50266.000	Echolocation	0.579	20220826_070000.WAV
295	Waveform 1	1	1533.412500000	1533.420300000	40078.000	57992.000	Echolocation	0.58	20220826_070000.WAV
295	Spectrogram 1	1	1533.412500000	1533.420300000	40078.000	57992.000	Echolocation	0.58	20220826_070000.WAV
296	Waveform 1	1	1533.684500000	1533.692400000	41796.000	53677.000	Echolocation	0.528	20220826_070000.WAV
296	Spectrogram 1	1	1533.684500000	1533.692400000	41796.000	53677.000	Echolocation	0.528	20220826_070000.WAV
297	Waveform 1	1	1534.102500000	1534.109200000	43515.000	52431.000	Echolocation	0.52	20220826_070000.WAV
297	Spectrogram 1	1	1534.102500000	1534.109200000	43515.000	52431.000	Echolocation	0.52	20220826_070000.WAV
298	Waveform 1	1	1534.323500000	1534.330600000	43515.000	54989.000	Echolocation	0.523	20220826_070000.WAV
298	Spectrogram 1	1	1534.323500000	1534.330600000	43515.000	54989.000	Echolocation	0.523	20220826_070000.WAV
299	Waveform 1	1	1534.401500000	1534.407600000	43515.000	58059.000	Echolocation	0.558	20220826_070000.WAV
299	Spectrogram 1	1	1534.401500000	1534.407600000	43515.000	58059.000	Echolocation	0.558	20220826_070000.WAV
300	Waveform 1	1	1534.479500000	1534.485700000	43515.000	59442.000	Echolocation	0.538	20220826_070000.WAV
300	Spectrogram 1	1	1534.479500000	1534.485700000	43515.000	59442.000	Echolocation	0.538	20220826_070000.WAV
301	Waveform 1	1	1534.618500000	1534.624700000	45234.000	60398.000	Echolocation	0.544	20220826_070000.WAV
301	Spectrogram 1	1	1534.618500000	1534.624700000	45234.000	60398.000	Echolocation	0.544	20220826_070000.WAV
302	Waveform 1	1	1534.680500000	1534.684800000	46093.000	58228.000	Echolocation	0.571	20220826_070000.WAV
302	Spectrogram 1	1	1534.680500000	1534.684800000	46093.000	58228.000	Echolocation	0.571	20220826_070000.WAV
303	Waveform 1	1	1534.732500000	1534.737500000	45234.000	54863.000	Echolocation	0.569	20220826_070000.WAV
303	Spectrogram 1	1	1534.732500000	1534.737500000	45234.000	54863.000	Echolocation	0.569	20220826_070000.WAV
304	Waveform 1	1	1535.022500000	1535.028000000	45234.000	57551.000	fp	0.509	20220826_070000.WAV
304	Spectrogram 1	1	1535.022500000	1535.028000000	45234.000	57551.000	fp	0.509	20220826_070000.WAV
305	Waveform 1	1	1535.111500000	1535.118000000	45234.000	58458.000	Echolocation	0.518	20220826_070000.WAV
305	Spectrogram 1	1	1535.111500000	1535.118000000	45234.000	58458.000	Echolocation	0.518	20220826_070000.WAV
306	Waveform 1	1	1535.198500000	1535.203900000	45234.000	56081.000	Echolocation	0.614	20220826_070000.WAV
306	Spectrogram 1	1	1535.198500000	1535.203900000	45234.000	56081.000	Echolocation	0.614	20220826_070000.WAV
307	Waveform 1	1	1535.284500000	1535.290100000	42656.000	60003.000	Echolocation	0.507	20220826_070000.WAV
307	Spectrogram 1	1	1535.284500000	1535.290100000	42656.000	60003.000	Echolocation	0.507	20220826_070000.WAV
308	Waveform 1	1	1535.452500000	1535.459000000	40937.000	66262.000	Echolocation	0.523	20220826_070000.WAV
308	Spectrogram 1	1	1535.452500000	1535.459000000	40937.000	66262.000	Echolocation	0.523	20220826_070000.WAV
309	Waveform 1	1	1535.838500000	1535.844700000	40078.000	55630.000	Echolocation	0.556	20220826_070000.WAV
309	Spectrogram 1	1	1535.838500000	1535.844700000	40078.000	55630.000	Echolocation	0.556	20220826_070000.WAV
310	Waveform 1	1	1537.135500000	1537.142900000	42656.000	55546.000	Echolocation	0.506	20220826_070000.WAV
310	Spectrogram 1	1	1537.135500000	1537.142900000	42656.000	55546.000	Echolocation	0.506	20220826_070000.WAV
311	Waveform 1	1	1537.315500000	1537.323000000	43515.000	52998.000	Echolocation	0.547	20220826_070000.WAV
311	Spectrogram 1	1	1537.315500000	1537.323000000	43515.000	52998.000	Echolocation	0.547	20220826_070000.WAV
312	Waveform 1	1	1537.415500000	1537.421600000	41796.000	54008.000	Echolocation	0.535	20220826_070000.WAV
312	Spectrogram 1	1	1537.415500000	1537.421600000	41796.000	54008.000	Echolocation	0.535	20220826_070000.WAV
313	Waveform 1	1	1537.524500000	1537.531800000	40937.000	52485.000	Echolocation	0.592	20220826_070000.WAV
313	Spectrogram 1	1	1537.524500000	1537.531800000	40937.000	52485.000	Echolocation	0.592	20220826_070000.WAV
314	Waveform 1	1	1537.726500000	1537.733800000	41796.000	51092.000	Echolocation	0.526	20220826_070000.WAV
314	Spectrogram 1	1	1537.726500000	1537.733800000	41796.000	51092.000	Echolocation	0.526	20220826_070000.WAV
315	Waveform 1	1	1537.816500000	1537.824300000	41796.000	49692.000	Echolocation	0.503	20220826_070000.WAV
315	Spectrogram 1	1	1537.816500000	1537.824300000	41796.000	49692.000	Echolocation	0.503	20220826_070000.WAV
316	Waveform 1	1	1538.004500000	1538.011800000	41796.000	51584.000	Echolocation	0.663	20220826_070000.WAV
316	Spectrogram 1	1	1538.004500000	1538.011800000	41796.000	51584.000	Echolocation	0.663	20220826_070000.WAV
317	Waveform 1	1	1538.103500000	1538.110400000	41796.000	57187.000	Echolocation	0.589	20220826_070000.WAV
317	Spectrogram 1	1	1538.103500000	1538.110400000	41796.000	57187.000	Echolocation	0.589	20220826_070000.WAV
318	Waveform 1	1	1538.207500000	1538.214700000	40937.000	49914.000	Echolocation	0.575	20220826_070000.WAV
318	Spectrogram 1	1	1538.207500000	1538.214700000	40937.000	49914.000	Echolocation	0.575	20220826_070000.WAV
319	Waveform 1	1	1538.310500000	1538.317100000	40937.000	55079.000	Echolocation	0.536	20220826_070000.WAV
319	Spectrogram 1	1	1538.310500000	1538.317100000	40937.000	55079.000	Echolocation	0.536	20220826_070000.WAV
320	Waveform 1	1	1538.409500000	1538.416000000	40078.000	54481.000	Echolocation	0.519	20220826_070000.WAV
320	Spectrogram 1	1	1538.409500000	1538.416000000	40078.000	54481.000	Echolocation	0.519	20220826_070000.WAV
321	Waveform 1	1	1538.514500000	1538.522000000	41796.000	53114.000	Echolocation	0.586	20220826_070000.WAV
321	Spectrogram 1	1	1538.514500000	1538.522000000	41796.000	53114.000	Echolocation	0.586	20220826_070000.WAV
322	Waveform 1	1	1538.617500000	1538.623700000	40078.000	54296.000	Echolocation	0.529	20220826_070000.WAV
322	Spectrogram 1	1	1538.617500000	1538.623700000	40078.000	54296.000	Echolocation	0.529	20220826_070000.WAV
323	Waveform 1	1	1538.724500000	1538.732200000	40937.000	47663.000	Echolocation	0.558	20220826_070000.WAV
323	Spectrogram 1	1	1538.724500000	1538.732200000	40937.000	47663.000	Echolocation	0.558	20220826_070000.WAV
324	Waveform 1	1	1540.140500000	1540.148400000	39218.000	49981.000	Echolocation	0.589	20220826_070000.WAV
324	Spectrogram 1	1	1540.140500000	1540.148400000	39218.000	49981.000	Echolocation	0.589	20220826_070000.WAV
325	Waveform 1	1	1540.860500000	1540.867400000	42656.000	50623.000	Echolocation	0.535	20220826_070000.WAV
325	Spectrogram 1	1	1540.860500000	1540.867400000	42656.000	50623.000	Echolocation	0.535	20220826_070000.WAV
326	Waveform 1	1	1541.272500000	1541.282200000	38359.000	45190.000	fp	0.508	20220826_070000.WAV
326	Spectrogram 1	1	1541.272500000	1541.282200000	38359.000	45190.000	fp	0.508	20220826_070000.WAV
327	Waveform 1	1	1542.975500000	1542.982700000	41796.000	51403.000	Echolocation	0.622	20220826_070000.WAV
327	Spectrogram 1	1	1542.975500000	1542.982700000	41796.000	51403.000	Echolocation	0.622	20220826_070000.WAV
328	Waveform 1	1	1565.241500000	1565.247400000	47812.000	58463.000	Echolocation	0.591	20220826_070000.WAV
328	Spectrogram 1	1	1565.241500000	1565.247400000	47812.000	58463.000	Echolocation	0.591	20220826_070000.WAV
329	Waveform 1	1	1565.518500000	1565.522900000	46953.000	58846.000	fp	0.51	20220826_070000.WAV
329	Spectrogram 1	1	1565.518500000	1565.522900000	46953.000	58846.000	fp	0.51	20220826_070000.WAV
330	Waveform 1	1	1565.596500000	1565.601500000	47812.000	59886.000	fp	0.584	20220826_070000.WAV
330	Spectrogram 1	1	1565.596500000	1565.601500000	47812.000	59886.000	fp	0.584	20220826_070000.WAV
331	Waveform 1	1	1565.890500000	1565.894900000	48671.000	60527.000	fp	0.512	20220826_070000.WAV
331	Spectrogram 1	1	1565.890500000	1565.894900000	48671.000	60527.000	fp	0.512	20220826_070000.WAV
332	Waveform 1	1	1567.793500000	1567.798400000	51250.000	68225.000	Echolocation	0.591	20220826_070000.WAV
332	Spectrogram 1	1	1567.793500000	1567.798400000	51250.000	68225.000	Echolocation	0.591	20220826_070000.WAV
333	Waveform 1	1	1567.921500000	1567.926900000	47812.000	67280.000	Echolocation	0.61	20220826_070000.WAV
333	Spectrogram 1	1	1567.921500000	1567.926900000	47812.000	67280.000	Echolocation	0.61	20220826_070000.WAV
334	Waveform 1	1	1567.982500000	1567.988100000	48671.000	69999.000	Echolocation	0.591	20220826_070000.WAV
334	Spectrogram 1	1	1567.982500000	1567.988100000	48671.000	69999.000	Echolocation	0.591	20220826_070000.WAV
335	Waveform 1	1	1568.049500000	1568.054600000	47812.000	68791.000	Echolocation	0.652	20220826_070000.WAV
335	Spectrogram 1	1	1568.049500000	1568.054600000	47812.000	68791.000	Echolocation	0.652	20220826_070000.WAV
336	Waveform 1	1	1568.126500000	1568.132100000	46953.000	71601.000	Echolocation	0.56	20220826_070000.WAV
336	Spectrogram 1	1	1568.126500000	1568.132100000	46953.000	71601.000	Echolocation	0.56	20220826_070000.WAV
337	Waveform 1	1	1568.221500000	1568.227600000	45234.000	76971.000	Echolocation	0.522	20220826_070000.WAV
337	Spectrogram 1	1	1568.221500000	1568.227600000	45234.000	76971.000	Echolocation	0.522	20220826_070000.WAV
338	Waveform 1	1	1568.433500000	1568.438900000	46093.000	67019.000	Echolocation	0.6	20220826_070000.WAV
338	Spectrogram 1	1	1568.433500000	1568.438900000	46093.000	67019.000	Echolocation	0.6	20220826_070000.WAV
339	Waveform 1	1	1568.762500000	1568.767300000	46953.000	61250.000	Echolocation	0.596	20220826_070000.WAV
339	Spectrogram 1	1	1568.762500000	1568.767300000	46953.000	61250.000	Echolocation	0.596	20220826_070000.WAV
340	Waveform 1	1	1568.853500000	1568.858200000	46953.000	61095.000	Echolocation	0.62	20220826_070000.WAV
340	Spectrogram 1	1	1568.853500000	1568.858200000	46953.000	61095.000	Echolocation	0.62	20220826_070000.WAV
341	Waveform 1	1	1569.014500000	1569.019700000	46093.000	67009.000	Echolocation	0.616	20220826_070000.WAV
341	Spectrogram 1	1	1569.014500000	1569.019700000	46093.000	67009.000	Echolocation	0.616	20220826_070000.WAV
342	Waveform 1	1	1569.075500000	1569.079900000	48671.000	60580.000	Echolocation	0.524	20220826_070000.WAV
342	Spectrogram 1	1	1569.075500000	1569.079900000	48671.000	60580.000	Echolocation	0.524	20220826_070000.WAV
343	Waveform 1	1	1569.159500000	1569.164600000	47812.000	62734.000	Echolocation	0.718	20220826_070000.WAV
343	Spectrogram 1	1	1569.159500000	1569.164600000	47812.000	62734.000	Echolocation	0.718	20220826_070000.WAV
344	Waveform 1	1	1569.262500000	1569.267900000	45234.000	67248.000	Echolocation	0.711	20220826_070000.WAV
344	Spectrogram 1	1	1569.262500000	1569.267900000	45234.000	67248.000	Echolocation	0.711	20220826_070000.WAV
345	Waveform 1	1	1569.371500000	1569.376500000	44375.000	60902.000	Echolocation	0.595	20220826_070000.WAV
345	Spectrogram 1	1	1569.371500000	1569.376500000	44375.000	60902.000	Echolocation	0.595	20220826_070000.WAV
346	Waveform 1	1	1569.470500000	1569.474900000	46093.000	58949.000	Echolocation	0.628	20220826_070000.WAV
346	Spectrogram 1	1	1569.470500000	1569.474900000	46093.000	58949.000	Echolocation	0.628	20220826_070000.WAV
347	Waveform 1	1	1569.571500000	1569.576400000	46093.000	61549.000	Echolocation	0.575	20220826_070000.WAV
347	Spectrogram 1	1	1569.571500000	1569.576400000	46093.000	61549.000	Echolocation	0.575	20220826_070000.WAV
348	Waveform 1	1	1569.683500000	1569.688100000	45234.000	59340.000	Echolocation	0.586	20220826_070000.WAV
348	Spectrogram 1	1	1569.683500000	1569.688100000	45234.000	59340.000	Echolocation	0.586	20220826_070000.WAV
349	Waveform 1	1	1569.887500000	1569.892700000	46953.000	58967.000	Echolocation	0.663	20220826_070000.WAV
349	Spectrogram 1	1	1569.887500000	1569.892700000	46953.000	58967.000	Echolocation	0.663	20220826_070000.WAV
350	Waveform 1	1	1570.099500000	1570.105200000	46093.000	54583.000	Echolocation	0.63	20220826_070000.WAV
350	Spectrogram 1	1	1570.099500000	1570.105200000	46093.000	54583.000	Echolocation	0.63	20220826_070000.WAV
351	Waveform 1	1	1570.212500000	1570.218100000	45234.000	53120.000	Echolocation	0.546	20220826_070000.WAV
351	Spectrogram 1	1	1570.212500000	1570.218100000	45234.000	53120.000	Echolocation	0.546	20220826_070000.WAV
352	Waveform 1	1	1570.518500000	1570.524600000	46093.000	54338.000	Echolocation	0.532	20220826_070000.WAV
352	Spectrogram 1	1	1570.518500000	1570.524600000	46093.000	54338.000	Echolocation	0.532	20220826_070000.WAV
353	Waveform 1	1	1570.743500000	1570.748100000	45234.000	56443.000	Echolocation	0.557	20220826_070000.WAV
353	Spectrogram 1	1	1570.743500000	1570.748100000	45234.000	56443.000	Echolocation	0.557	20220826_070000.WAV
354	Waveform 1	1	1570.953500000	1570.959600000	46093.000	52148.000	Echolocation	0.567	20220826_070000.WAV
354	Spectrogram 1	1	1570.953500000	1570.959600000	46093.000	52148.000	Echolocation	0.567	20220826_070000.WAV
355	Waveform 1	1	1571.162500000	1571.167800000	45234.000	53320.000	Echolocation	0.558	20220826_070000.WAV
355	Spectrogram 1	1	1571.162500000	1571.167800000	45234.000	53320.000	Echolocation	0.558	20220826_070000.WAV
356	Waveform 1	1	1571.261500000	1571.266800000	45234.000	53183.000	Echolocation	0.522	20220826_070000.WAV
356	Spectrogram 1	1	1571.261500000	1571.266800000	45234.000	53183.000	Echolocation	0.522	20220826_070000.WAV
357	Waveform 1	1	1606.700500000	1606.707500000	46093.000	52586.000	fp	0.518	20220826_070000.WAV
357	Spectrogram 1	1	1606.700500000	1606.707500000	46093.000	52586.000	fp	0.518	20220826_070000.WAV
358	Waveform 1	1	1606.888500000	1606.893800000	45234.000	56587.000	Echolocation	0.556	20220826_070000.WAV
358	Spectrogram 1	1	1606.888500000	1606.893800000	45234.000	56587.000	Echolocation	0.556	20220826_070000.WAV
359	Waveform 1	1	1607.065500000	1607.072300000	46953.000	53174.000	Echolocation	0.562	20220826_070000.WAV
359	Spectrogram 1	1	1607.065500000	1607.072300000	46953.000	53174.000	Echolocation	0.562	20220826_070000.WAV
360	Waveform 1	1	1607.244500000	1607.250000000	46093.000	54372.000	Echolocation	0.522	20220826_070000.WAV
360	Spectrogram 1	1	1607.244500000	1607.250000000	46093.000	54372.000	Echolocation	0.522	20220826_070000.WAV
361	Waveform 1	1	1607.338500000	1607.344400000	47812.000	56245.000	Echolocation	0.609	20220826_070000.WAV
361	Spectrogram 1	1	1607.338500000	1607.344400000	47812.000	56245.000	Echolocation	0.609	20220826_070000.WAV
362	Waveform 1	1	1612.561500000	1612.567400000	46953.000	59191.000	fp	0.503	20220826_070000.WAV
362	Spectrogram 1	1	1612.561500000	1612.567400000	46953.000	59191.000	fp	0.503	20220826_070000.WAV
363	Waveform 1	1	15.935049563	15.947784277	37828.996	47464.684	v		
363	Spectrogram 1	1	15.935049563	15.947784277	37828.996	47464.684	v		
364	Waveform 1	1	16.153662145	16.162151954	37472.119	49249.071	e		
364	Spectrogram 1	1	16.153662145	16.162151954	37472.119	49249.071	e		
365	Waveform 1	1	16.576030144	16.584519954	37115.242	48178.439	e		
365	Spectrogram 1	1	16.576030144	16.584519954	37115.242	48178.439	e		
366	Waveform 1	1	16.798887631	16.809499893	36758.364	47821.561	e		
366	Spectrogram 1	1	16.798887631	16.809499893	36758.364	47821.561	e		
367	Waveform 1	1	17.096030947	17.108765661	37472.119	52104.089	e		
367	Spectrogram 1	1	17.096030947	17.108765661	37472.119	52104.089	e		
368	Waveform 1	1	17.144847349	17.151214706	38899.628	49962.825	v		
368	Spectrogram 1	1	17.144847349	17.151214706	38899.628	49962.825	v		
369	Waveform 1	1	17.190108239	17.198598048	36758.364	50319.703	e		
369	Spectrogram 1	1	17.190108239	17.198598048	36758.364	50319.703	e		
370	Waveform 1	1	17.236802189	17.245291998	37472.119	51390.335	e		
370	Spectrogram 1	1	17.236802189	17.245291998	37472.119	51390.335	e		
371	Waveform 1	1	17.294108399	17.302598209	37828.996	51390.335	e		
371	Spectrogram 1	1	17.294108399	17.302598209	37828.996	51390.335	e		
372	Waveform 1	1	17.345047254	17.355659515	38542.751	50676.580	v		
372	Spectrogram 1	1	17.345047254	17.355659515	38542.751	50676.580	v		
373	Waveform 1	1	17.389618751	17.406598369	39256.506	49249.071	e		
373	Spectrogram 1	1	17.389618751	17.406598369	39256.506	49249.071	e		
374	Waveform 1	1	17.860086607	17.868576416	36044.610	50319.703	e		
374	Spectrogram 1	1	17.860086607	17.868576416	36044.610	50319.703	e		
375	Waveform 1	1	17.934372436	17.947107149	39970.260	49605.948	v		
375	Spectrogram 1	1	17.934372436	17.947107149	39970.260	49605.948	v		
376	Waveform 1	1	18.019270526	18.032005239	37115.242	55315.985	e		
376	Spectrogram 1	1	18.019270526	18.032005239	37115.242	55315.985	e		
377	Waveform 1	1	18.102046164	18.112658425	39970.260	49605.948	v		
377	Spectrogram 1	1	18.102046164	18.112658425	39970.260	49605.948	v		
378	Waveform 1	1	18.280332153	18.290944415	39256.506	49605.948	e		
378	Spectrogram 1	1	18.280332153	18.290944415	39256.506	49605.948	e		
380	Waveform 1	1	18.371597601	18.384332314	37115.242	52460.967	e		
380	Spectrogram 1	1	18.371597601	18.384332314	37115.242	52460.967	e		
381	Waveform 1	1	18.462863048	18.475597761	38899.628	53888.476	e		
381	Spectrogram 1	1	18.462863048	18.475597761	38899.628	53888.476	e		
382	Waveform 1	1	18.560495851	18.573230565	36758.364	54245.353	e		
382	Spectrogram 1	1	18.560495851	18.573230565	36758.364	54245.353	e		
383	Waveform 1	1	18.660251107	18.668740916	38542.751	54959.108	e		
383	Spectrogram 1	1	18.660251107	18.668740916	38542.751	54959.108	e		
384	Waveform 1	1	18.857639167	18.868251429	37115.242	53174.721	e		
384	Spectrogram 1	1	18.857639167	18.868251429	37115.242	53174.721	e		
